201701088,미르텔정40밀리그램(텔미사르탄),원형,하양,,,-,7.6,7.6,3.23,나정
201701087,미르텔정80밀리그램(텔미사르탄),원형,하양,,,-,9.6,9.6,4.24,나정
201701098,미르텔플러스정40/12.5밀리그램,원형,하양,,,,8.08,8.08,3.38,나정
200209900,노르믹스정(리팍시민),원형,분홍,,,,10.28,10.28,5.2,필름코팅정
201700919,징코렉신정,타원형,연두,,,-,14.92,8.08,5.11,필름코팅정
201700622,솔페신정5밀리그램(솔리페나신숙신산염),원형,노랑,,,,7.63,7.63,3.45,필름코팅정
201700621,솔페신정10밀리그램(솔리페나신숙신산염),원형,분홍,,,,7.63,7.63,3.45,필름코팅정
201701864,제뉴원오셀타미캡슐45밀리그램(오셀타미비르인산염),장방형,회색,회색,,,14.2,5.05,5.32,"경질캡슐제, 산제"
201701865,제뉴원오셀타미캡슐30밀리그램(오셀타미비르인산염),장방형,노랑,노랑,,,14.2,5.05,5.32,"경질캡슐제, 산제"
201603098,큐로빅스듀오캡슐,장방형,주황,주황,,,20.61,6.53,6.89,"경질캡슐제, 서방성장용성펠렛"
201604507,페로민정(펠라고니움시도이데스11%에탄올추출물(1→8~10)),원형,갈색,,,,10.1,10.1,5.8,필름코팅정
201605174,헬스피온서방정150밀리그램(부프로피온염산염),원형,하양,,,,11.28,11.28,4.95,서방성필름코팅정
200903802,제로팻캡슐(오르리스타트),장방형,파랑,파랑,,,19.1,6.63,6.91,"경질캡슐제, 산제"
201603369,크레진정10밀리그램(로수바스타틴칼슘),원형,분홍,,,,7.2,7.2,3.6,필름코팅정
201603890,에리페정(에페리손염산염),원형,하양,,,,8.1,8.1,4.1,당의정
201602235,리파몬정(리마프로스트알파덱스),원형,하양,,,,6.73,6.73,3.06,나정
201602314,아미포지정5/80밀리그램,원형,주황,,,,8.15,8.15,3.64,필름코팅정
201603370,크레진정20밀리그램(로수바스타틴칼슘),원형,분홍,,,,9.2,9.2,4.5,필름코팅정
201603172,로타진정50밀리그램(로사르탄칼륨),타원형,하양,,,-,10.44,5.69,3.52,필름코팅정
201603514,리마팔몬정(리마프로스트알파덱스),원형,하양,,,,6.74,6.74,2.96,나정
201605326,바로코민골드정,타원형,갈색,,,,16.58,8.21,6.76,필름코팅정
201605789,텔미암정80/5mg,타원형,하양,,,,16.37,8.01,5.41,나정
201603025,록소필정(록소프로펜나트륨수화물),원형,하양,,-,,9.11,9.11,3.58,나정
201603100,프레토플러스캡슐,장방형,주황,주황,,,19.15,6.25,6.88,"경질캡슐제, 서방성장용성펠렛"
201602701,앤도민300프리미엄연질캡슐,장방형,빨강,,,,24.92,8.48,8.48,"연질캡슐제, 현탁상"
200403706,리마클로정(클래리트로마이신),장방형,노랑,,,,15.2,7.19,5.24,필름코팅정
201605323,리세원플러스정,타원형,주황,,,,11.38,5.32,3.89,필름코팅정
201100917,위메탄정20밀리그램(올메사탄메독소밀),원형,하양,,,-,8.65,8.65,3.78,필름코팅정
201506815,센티렉스실버어드밴스정,타원형,파랑,,-,,19.44,8.74,7.42,필름코팅정
200404042,세프로심정(세푸록심악세틸),장방형,하양,,,-,15.3,6.7,5.5,필름코팅정
201605175,애드피온서방정150밀리그램(부프로피온염산염),원형,하양,,,,11.25,11.25,5.04,서방성필름코팅정
201605470,알쯔스티그민캡슐3.0mg(리바스티그민타르타르산염),장방형,주황,주황,,,19.13,5.75,6.05,"경질캡슐제, 산제"
201600317,로수바미브정10/10밀리그램,장방형,주황,,,-,10.1,5.1,3.9,필름코팅정
201606577,대화산화마그네슘정,원형,하양,,,,9.1,9.1,4.8,필름코팅정
200300589,모트릭에스알서방정(트리메부틴말레산염),타원형,연두,하양,,,13.3,7.3,5.8,서방성필름코팅정
201602990,레피온정(디에틸프로피온염산염),육각형,하양,,,-,7.07,6.42,4,나정
201605178,웰서방정(부프로피온염산염),원형,하양,,,,11.22,11.22,5.03,서방성필름코팅정
201405058,베아크라정625밀리그램(아목시실린수화물-묽은클라불란산칼륨),타원형,하양,,,,20.31,9.9,6.47,필름코팅정
201605341,빔스크정150밀리그램(라코사미드),타원형,주황,,,,15.14,7.14,4.58,필름코팅정
201701558,테라모핀정80/5밀리그램,타원형,파랑,하양,,,16.29,7.98,6.45,다층정
201701832,레보틱스CR서방정(레보드로프로피진),장방형,하양,,,,12.03,5.11,5.06,서방성다층정
201603582,휴피베린정(프로피베린염산염),원형,하양,,,,7.14,7.14,3.35,필름코팅정
200401879,플루젠캡슐(플루옥세틴염산염),장방형,초록,노랑,,,15.59,5.43,5.76,"경질캡슐제, 산제"
201701569,스립정10밀리그램(졸피뎀타르타르산염),타원형,하양,,,-,10.21,4.75,3.11,필름코팅정
201701570,스립정5밀리그램(졸피뎀타르타르산염),원형,보라,,,,5.04,5.04,2.79,필름코팅정
201506490,칼본디연질캡슐,장방형,검정,,,,24.74,8.86,8.86,"연질캡슐제, 현탁상"
201007782,아나딘연질캡슐0.5밀리그램(두타스테리드),타원형,"노랑, 투명",,,,9.39,6.34,6.34,"연질캡슐제, 액상"
201506192,디솔린정(메틸프레드니솔론),원형,하양,,,+,7.08,7.08,2.07,나정
201701116,데스코비정 200/10 mg,사각형,회색,,,,12.69,6.51,4.41,필름코팅정
201701115,데스코비정 200/25 mg,사각형,파랑,,,,12.69,6.51,4.41,필름코팅정
201702111,펜디세미정(펜디메트라진타르타르산염),오각형,하양,,-,,6.05,6.05,3.27,나정
201700814,도베인정500밀리그램(도베실산칼슘수화물),타원형,하양,,-,,18.67,9.13,5.66,나정
201702252,우먼시아정(센텔라정량추출물),원형,연두,,,,8.68,8.68,4.18,필름코팅정
200710882,레보펙신정250밀리그램(레보플록사신수화물),장방형,분홍,,,,12.5,6.8,4.7,필름코팅정
201603950,텔미즈정40mg(텔미사르탄),타원형,하양,,,,12.23,6.08,4.15,나정
201605614,투탑스정80/10밀리그램,타원형,파랑,하양,,,18.6,8.8,5.6,다층정
201603585,크레로스정10mg(로수바스타틴칼슘),원형,분홍,,,,7.19,7.19,3.79,필름코팅정
201603985,트라셋세미정,장방형,노랑,,,,12.07,5.11,4.1,필름코팅정
201603969,브로니즈캡슐(아세브로필린),장방형,회색,하양,,,18.99,6.42,6.63,"경질캡슐제, 산제"
201603153,알레네정70밀리그램(알렌드론산나트륨삼수화물),타원형,하양,,,,12.9,7.3,4.8,나정
201605611,투탑스정40/5밀리그램,타원형,파랑,하양,,,14,6.8,4.6,다층정
201603958,라베라즈정10mg(라베프라졸나트륨),원형,노랑,,,,6.83,6.83,3.35,장용성필름코팅정
201507747,생유정400밀리그램,타원형,연두,,,-,15.66,8.29,6.27,필름코팅정
201604251,맥페롤에프연질캡슐,장방형,갈색,,,,23.82,9.42,9.42,"연질캡슐제, 현탁상"
201605613,투탑스정80/5밀리그램,타원형,파랑,하양,,,16.6,8,5.5,다층정
201603944,피나즈정(피나스테리드),원형,파랑,,,+,7.67,7.67,3.84,필름코팅정
201604063,오스코반플러스정160/12.5밀리그램,타원형,빨강,,,,15.17,6.14,4.27,필름코팅정
201604062,오스코반플러스정80/12.5밀리그램,타원형,분홍,,,,10.15,5.34,3.57,필름코팅정
201603580,라베라즈정20mg(라베프라졸나트륨),원형,노랑,,,,7.49,7.49,3.39,장용성필름코팅정
201603293,젠빅플러스연질캡슐,장방형,갈색,,,,24.28,8.43,8.43,"연질캡슐제, 현탁상"
201603949,텔미즈정80mg(텔미사르탄),타원형,하양,,,,16.29,7.92,4.67,나정
200703280,레보펙신정500밀리그램(레보플록사신수화물),장방형,분홍,,,-,16,8.8,5.4,필름코팅정
201605612,투탑스정40/10밀리그램,타원형,파랑,하양,,,15.6,6.8,5.5,다층정
201602329,레바펜틴캡슐100밀리그램(가바펜틴),장방형,하양,하양,,,15.69,5.4,5.44,"경질캡슐제, 산제"
201605346,리세트론플러스정,타원형,주황,,,,11.4,5.33,3.94,필름코팅정
200402762,알미틴정,원형,노랑,,,,10.17,10.17,4.86,필름코팅정
201603004,레세낙CR정(아세클로페낙),장방형,하양,,,,15.28,6.34,5.12,서방성필름코팅정
201603749,보리라베정20mg(라베프라졸나트륨),원형,노랑,,,,7.27,7.27,3.69,장용성필름코팅정
201602303,레바펜틴캡슐300밀리그램(가바펜틴),장방형,노랑,노랑,,,19.04,6.68,7,"경질캡슐제, 산제"
201607110,트롬빅스에이캡슐,장방형,주황,주황,,,19.1,6.63,6.91,"경질캡슐제, 서방성장용성펠렛"
201606922,프로부틴정(트리메부틴말레산염),원형,하양,,,,8.87,8.87,3.11,나정
201103782,제로콜연질캡슐,장방형,"빨강, 투명",,,,25,9.8,9.8,"연질캡슐제, 액상"
201601146,알피바스타틴정10mg(아토르바스타틴칼슘수화물),원형,하양,,,,5.6,5.6,3.5,필름코팅정
201701376,콜린포연질캡슐(콜린알포세레이트),타원형,갈색,,,,14.8,9,9,"연질캡슐제, 액상"
201507397,록스로스정(록소프로펜나트륨수화물),원형,하양,,,,9,9,3.43,나정
201507483,로우포지정10/160밀리그램,타원형,노랑,,,,14.22,5.62,5.13,필름코팅정
201507481,로우포지정5/80밀리그램,원형,주황,,,,8.1,8.1,3.31,필름코팅정
201507482,로우포지정5/160밀리그램,타원형,주황,,,,14.2,5.62,4.9,필름코팅정
201602764,뉴아토르타정40밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,9.4,9.4,4.7,필름코팅정
201603474,뉴세페낙정100밀리그램(아세클로페낙),원형,하양,,,,8.2,8.2,4.1,필름코팅정
201602547,발트엠정(발라시클로비르염산염1.5수화물),장방형,하양,,,,18.4,7.3,6,필름코팅정
201602761,뉴로살정(로사르탄칼륨),타원형,하양,,,,10.5,5.7,3.3,필름코팅정
201603564,뉴클래토정250밀리그램(클래리트로마이신),장방형,노랑,,,,15.1,7.1,5.2,필름코팅정
201701556,플루스칸캡슐50밀리그램(플루코나졸),장방형,청록,하양,,,14.2,5.05,5.32,"경질캡슐제, 산제"
199100461,한올아푸록산정300밀리그램(프로글루메타신말레산염),타원형,하양,,,-,14.58,8.05,5.69,필름코팅정
201701430,티아본정(티아넵틴나트륨),타원형,하양,,,,8.26,5.74,4.19,필름코팅정
201701413,에제스롤정(에제티미브),장방형,하양,,,,7.6,4.1,2.8,나정
200400813,잔타딘정,원형,주황,,,,11.2,11.2,4.6,필름코팅정
201605707,트윈액트정40/5밀리그램,타원형,회색,하양,,,14.37,7.08,5.4,다층정
201605706,트윈액트정40/10밀리그램,타원형,회색,하양,,,14.34,7.05,5.42,다층정
201605708,트윈액트정80/5밀리그램,타원형,회색,하양,,,16.5,8.23,6.5,다층정
201603141,트란시노2정,원형,하양,,,,9.76,9.76,5.72,필름코팅정
201605805,트윈맥스정40/5밀리그램,타원형,회색,하양,,,14.21,7.01,5.36,다층정
201605804,트윈맥스정40/10밀리그램,타원형,회색,하양,,,14.25,7.01,5.39,다층정
201605806,트윈맥스정80/5밀리그램,타원형,회색,하양,,,16.55,8.25,6.47,다층정
201603971,"리메포민정2/500밀리그램(글리메피리드, 메트포르민염산염)",타원형,하양,,,-,15.82,8.64,5.84,필름코팅정
201602576,크라틴정5밀리그램(로수바스타틴칼슘),원형,노랑,,,,5.6,5.6,2.9,필름코팅정
201602574,크라틴정20밀리그램(로수바스타틴칼슘),원형,분홍,,,,9.2,9.2,4.6,필름코팅정
201602575,크라틴정10밀리그램(로수바스타틴칼슘),원형,분홍,,,,7.2,7.2,3.8,필름코팅정
201603359,글리빅사정(메만틴염산염),기타,하양,,,-,12.7,5.7,3.8,필름코팅정
201603663,슈바스타틴정10밀리그램(로수바스타틴칼슘),원형,분홍,,,-,7.62,7.62,3.37,필름코팅정
201606202,"구구탐스캡슐(타다라필,탐스로신)",장방형,주황,하양,,,19.1,6.63,6.91,"경질캡슐제, 과립제정제"
201603488,메로시캡슐7.5밀리그램(멜록시캄),장방형,초록,초록,,,17.54,5.8,6.09,"경질캡슐제, 산제"
201602421,아제트정(아젤라스틴염산염),원형,노랑,,,,6.63,6.63,3.21,필름코팅정
201603171,엘도원캡슐(에르도스테인),장방형,초록,노랑,,,17.6,6.07,6.35,"경질캡슐제, 산제"
200101554,화인코프에이캡슐,장방형,파랑,하양,,,18.97,6.39,6.71,"경질캡슐제, 산제"
201606240,오페브연질캡슐100밀리그램(닌테다닙에실산염),타원형,분홍,,,,16.14,6.14,6.14,"연질캡슐제, 현탁상"
201606241,오페브연질캡슐150밀리그램(닌테다닙에실산염),타원형,갈색,,,,17.57,6.93,6.93,"연질캡슐제, 현탁상"
201501974,둘세틴캡슐60밀리그램(둘록세틴염산염),장방형,파랑,연두,,,18.97,6.23,6.72,"장용성캡슐제, 펠렛"
201708138,피오리돈정30mg(피오글리타존염산염),원형,하양,,,,7.06,7.06,2.96,나정
200801349,심경락캡슐,장방형,빨강,빨강,,,21.1,7.1,7.4,"경질캡슐제, 과립제"
201707646,안티플라정(클로피도그렐황산수소염),원형,분홍,,,,8.62,8.62,3.83,필름코팅정
201707551,하디콜에스연질캡슐,타원형,검정,,,,15,9.5,9.5,"연질캡슐제, 액상"
201708174,뉴로카바피지캡슐300밀리그램(프레가발린),장방형,갈색,하양,,,21.36,6.95,7.31,"경질캡슐제, 산제"
200905903,트레스탄츄정,원형,분홍,,,,12.09,12.09,5.37,추어블정(저작정)
201708195,덱시마정(알티옥트산트로메타민염),장방형,연두,,,,15.76,7.87,5.72,필름코팅정
201701617,임팩마그파워연질캡슐,장방형,갈색,,,,23.97,8.7,8.7,"연질캡슐제, 현탁상"
201708135,칼맥포르테연질캡슐,장방형,갈색,,,,24.39,9.09,9.09,"연질캡슐제, 현탁상"
201707535,크로스틴정5밀리그램(로수바스타틴칼슘),원형,노랑,,,,5.56,5.56,3.17,필름코팅정
201707534,크로스틴정20밀리그램(로수바스타틴칼슘),원형,분홍,,,,9.13,9.13,4.57,필름코팅정
201707836,훼리폴엠캡슐,장방형,갈색,갈색,,,17.59,5.55,6,"경질캡슐제, 산제"
201603794,오코스탄정(로사르탄칼륨),타원형,하양,,,,10.5,5.57,3.37,필름코팅정
201707098,아셀리온캡슐100밀리그램(아세브로필린),장방형,회색,하양,,,19.0,6.4,6.6,"경질캡슐제, 산제"
199601520,복합파자임이중정,타원형,갈색,,,,14.6,8.3,5.9,다층정
201802049,슬리세틴캡슐(플루옥세틴염산염),장방형,초록,노랑,,,15.7,5.6,5.8,"경질캡슐제, 산제"
201801991,리피메트서방정20/750밀리그램,타원형,하양,,,,18.3,10.7,8.5,서방성필름코팅정
201801992,리피메트서방정20/500밀리그램,타원형,하양,,-,,16.3,8.7,8.7,서방성필름코팅정
201801993,리피메트서방정10/750밀리그램,타원형,노랑,,,,18.3,10.7,7.8,서방성필름코팅정
201100299,칸데로탄정8밀리그램(칸데사르탄실렉세틸),원형,하양,,,-,7.1,7.1,2.7,나정
201600356,메디아벤엘정(나프타존),원형,주황,,,,9.1,9.1,2.4,필름코팅정
201800567,타세놀8시간이알서방정325밀리그램(아세트아미노펜),장방형,하양,,,,15.0,5.5,4.5,서방성필름코팅정
201707639,베포타정(베포타스틴베실산염),원형,하양,,,-,7.1,7.1,3.0,필름코팅정
201708080,레이디퀸연질캡슐,타원형,"파랑, 투명",,,,21.7,9.0,9.0,"연질캡슐제, 액상"
201506795,로제듀오정10/10밀리그램,타원형,주황,,,-,10.1,5.1,3.6,필름코팅정
201800239,오구맥정375밀리그램(아목시실린·클라불란산칼륨(2:1)),타원형,하양,,,,16.2,7.6,6.5,필름코팅정
200710524,그린라인경질캡슐,장방형,초록,초록,,,21.4,7.2,7.3,"경질캡슐제, 산제"
201708476,포비어드정(테노포비르디소프록실푸마르산염),기타,파랑,,,,17.3,10.7,4.7,필름코팅정
201801271,보령니트로푸란토인캡슐,장방형,갈색,하양,,,15.7,5.8,5.6,"경질캡슐제, 산제"
201707838,엑셀렌비정,타원형,갈색,,,,16.8,8.3,6.8,필름코팅정
201705811,레날로마캡슐5밀리그램(레날리도마이드),장방형,하양,하양,,,17.6,5.7,6.2,"경질캡슐제, 산제"
201705812,레날로마캡슐7.5밀리그램(레날리도마이드)(수출용),장방형,노랑,하양,,,17.5,5.8,6.1,"경질캡슐제, 산제"
201705808,레날로마캡슐2.5밀리그램(레날리도마이드),장방형,초록,하양,,,11.1,4.6,4.8,"경질캡슐제, 산제"
201601506,엘스타캡슐(에르도스테인),장방형,초록,노랑,,,19,6.4,6.7,"경질캡슐제, 산제"
201504225,복합란타딘정,원형,노랑,,,,9.8,9.8,4.6,필름코팅정
201800286,네오콜코프캡슐,장방형,파랑,하양,,,21.5,6.9,7.2,"경질캡슐제, 산제"
201706690,듀오그린정,원형,연두,,,,9.9,9.9,4.8,장용성필름코팅정
201403407,무코에스정(레바미피드),원형,하양,,,,8.2,8.2,3.5,필름코팅정
201005235,아나탄정8밀리그램(칸데사르탄실렉세틸),원형,하양,,,-,7.1,7.1,2.7,나정
201701288,베시콜정10밀리그램(솔리페나신숙신산염),원형,분홍,,,,6.6,6.6,3.5,필름코팅정
201701289,베시콜정5밀리그램(솔리페나신숙신산염),원형,노랑,,,,6.6,6.6,3.5,필름코팅정
201402563,라니돈정75밀리그램(라니티딘염산염),오각형,분홍,,,,7.1,7.1,3.3,필름코팅정
201703977,발그나필정5밀리그램(타다라필),삼각형,노랑,,,,8.5,4,3,필름코팅정
201606332,디핀스정80/5mg,타원형,하양,,,,16.42,8.06,5.51,나정
201702242,디핀스정40/10mg,타원형,하양,,,,14.15,6.9,3.8,나정
201702241,디핀스정40/5mg,타원형,하양,,,,14.15,6.9,3.8,나정
201704786,아미렉틴장용정(수출용),원형,하양,,,,8.42,8.42,3.71,장용성필름코팅정
201705259,일펜정(이부프로펜리신),장방형,하양,,,-,19.75,8.8,6.8,필름코팅정
201600892,라리칸캡슐150밀리그램(프레가발린),장방형,하양,하양,,,20,6.05,6.05,"경질캡슐제, 산제"
201701140,프리스펜연질캡슐(이부프로펜),타원형,"초록, 투명",,,,14.81,8.67,8.67,"연질캡슐제, 액상"
201606054,크로우젯정10/5밀리그램,원형,하양,,,,7.13,7.13,3.69,필름코팅정
201606052,크로우젯정10/20밀리그램,원형,하양,,,,9.15,9.15,4.05,필름코팅정
201606053,크로우젯정10/10밀리그램,원형,하양,,,,8.17,8.17,4.1,필름코팅정
201500515,아보스티드연질캡슐0.5밀리그램(두타스테리드),타원형,"노랑, 투명",,,,9.63,6.36,6.36,"연질캡슐제, 액상"
201707158,에소가드정40밀리그램(에스오메프라졸마그네슘이수화물),원형,분홍,,,,10.02,10.02,4.28,필름코팅정
201707157,에소가드정20밀리그램(에스오메프라졸마그네슘이수화물),원형,분홍,,,,8.2,8.2,2.97,필름코팅정
201705758,오스틴베포타스틴베실산염정,원형,하양,,,-,7.1,7.1,3.03,필름코팅정
201707356,테노헤파정(테노포비르디소프록실헤미에디실산염),기타,파랑,,,,15.99,9.96,5.14,필름코팅정
201804024,피레스코정600밀리그램(피르페니돈),타원형,노랑,,,,19.6,7.9,6.8,필름코팅정
201804023,피레스코정400밀리그램(피르페니돈),타원형,노랑,,,,15.9,7.5,6.0,필름코팅정
201803084,휴메칠정4밀리그램(메틸프레드니솔론),타원형,하양,,,+,7.6,5.4,3.0,나정
201803196,휴메틸캡슐,장방형,하양,하양,,,19.0,6.5,6.8,"경질캡슐제, 산제"
201803578,아난트정,장방형,노랑,,,,15.6,5.9,5.4,필름코팅정
201803496,바제플러스정,장방형,노랑,,,,15.6,5.9,5.4,필름코팅정
201803059,프르나졸캡슐50밀리그램(플루코나졸),장방형,청록,하양,,,14.3,5.0,5.2,"경질캡슐제, 산제"
201604632,미카원플러스정80/12.5밀리그램,원형,하양,,,,10.1,10.1,4.7,나정
201604631,미카원플러스정40/12.5밀리그램,원형,하양,,,,8.1,8.1,3.4,나정
201802617,모가프텐트로키(플루르비프로펜),원형,노랑,,,,16.1,16.1,5.9,트로키제
201800675,락스타캡슐(락토바실루스카제이변종람노수스의동결건조배양물),장방형,하양,하양,,,15.6,5.4,5.7,"경질캡슐제, 산제"
201803706,탐소날캡슐(탐스로신염산염),장방형,주황,하양,,,15.6,5.4,5.7,"서방성캡슐제, 펠렛"
200502160,라닉스정75밀리그램(라니티딘염산염),원형,분홍,,,,7.2,7.2,4.1,필름코팅정
201803418,클로락정(아시클로버),원형,파랑,,-,,10.1,10.1,3.8,나정
199700233,동광록시트로마이신정,원형,하양,,,,9.3,9.3,4.3,필름코팅정
201803494,바콜디정,장방형,노랑,,,,15.5,5.9,5.5,필름코팅정
201803834,본모어정20밀리그램(바제독시펜아세테이트),장방형,하양,,,,15.5,5.9,5.2,필름코팅정
201802378,레블리킨캡슐25밀리그램(레날리도마이드),장방형,하양,하양,,,21.6,7.2,7.5,"경질캡슐제, 산제"
201804479,레블리킨캡슐15밀리그램(레날리도마이드),장방형,갈색,회색,,,18.0,5.8,6.0,"경질캡슐제, 산제"
201803499,본모어디정,장방형,노랑,,,,15.6,5.9,5.5,필름코팅정
201804580,프레갈캡슐100밀리그램(프레가발린),장방형,갈색,갈색,,,15.5,5.4,5.7,"경질캡슐제, 산제"
201804578,프레갈캡슐50밀리그램(프레가발린),장방형,남색,하양,,,14.0,4.9,5.2,"경질캡슐제, 산제"
201804579,프레갈캡슐25밀리그램(프레가발린),장방형,노랑,하양,,,14.0,4.9,5.2,"경질캡슐제, 산제"
201804462,파티스렌에스정(애엽95%에탄올연조엑스(20→1)),장방형,연두,,,,14.6,8.4,3.9,필름코팅정
201702247,렉사스타정10밀리그램(에스시탈로프람옥살산염),타원형,하양,,-,,8.28,5.67,3.22,필름코팅정
201702248,렉사스타정20밀리그램(에스시탈로프람옥살산염),타원형,하양,,-,,11.72,7.14,3.85,필름코팅정
201706342,프레라캡슐75밀리그램(프레가발린),장방형,갈색,하양,,,14.2,5.05,5.32,"경질캡슐제, 산제"
201706343,프레라캡슐150밀리그램(프레가발린),장방형,하양,하양,,,17.6,6.07,6.35,"경질캡슐제, 산제"
201702208,플루원캡슐30밀리그램(오셀타미비르인산염),장방형,노랑,노랑,,,14.2,5.05,5.32,"경질캡슐제, 산제"
201702207,플루원캡슐45밀리그램(오셀타미비르인산염),장방형,회색,회색,,,14.2,5.05,5.32,"경질캡슐제, 산제"
201700998,플루원캡슐75밀리그램(오셀타미비르인산염),장방형,노랑,회색,,,17.6,6.07,6.35,"경질캡슐제, 산제"
201704555,환인부스피론정10밀리그램(부스피론염산염),타원형,하양,,,-,10.57,6.1,3.45,나정
201704554,환인부스피론정5밀리그램(부스피론염산염),타원형,하양,,,,8.06,4.51,2.79,나정
201405387,록사비트정(레보플록사신수화물),원형,하양,,,,8.2,8.2,3.7,필름코팅정
201707217,정우궁하탕정(단미엑스혼합제),장방형,갈색,,,,14.1,8.1,5.1,필름코팅정
201800313,아치옥트정480밀리그램(알티옥트산트로메타민염),장방형,연두,,,-,17.4,8,5.5,필름코팅정
201708233,아록트산정480밀리그램(알티옥트산트로메타민염),장방형,연두,,,,15.8,7.8,5.9,필름코팅정
201502560,빈다켈캡슐20밀리그램(타파미디스메글루민염),장방형,갈색,,,,20.9,7.9,7.9,"연질캡슐제, 액상"
201707212,이스탄캡슐(에르도스테인),장방형,초록,노랑,,,19.0,6.3,6.7,"경질캡슐제, 산제"
201800767,윈리카캡슐150밀리그램(프레가발린),장방형,하양,하양,,,17.7,5.8,6.2,"경질캡슐제, 산제"
201800768,윈리카캡슐75밀리그램(프레가발린),장방형,갈색,하양,,,15.6,4.7,5.2,"경질캡슐제, 산제"
201800306,몬텔츄정 5mg(몬테루카스트나트륨),원형,분홍,,,,9.6,9.6,4.2,추어블정(저작정)
201800305,몬텔츄정 4mg(몬테루카스트나트륨),타원형,분홍,,,,10.9,8.0,3.5,추어블정(저작정)
201601734,바이테브정10/10밀리그램,장방형,하양,,,,8.6,4.2,2.8,나정
201708422,알티스정480밀리그램(알티옥트산트로메타민염),장방형,연두,,,-,17.3,8.0,5.3,필름코팅정
201701303,제로팻캡슐60밀리그램(오르리스타트),장방형,노랑,노랑,,,17.5,5.7,6.1,"경질캡슐제, 산제"
201708362,헤파테노정(테노포비르디소프록실헤미에디실산염),기타,파랑,,,,16.2,8.0,5.5,필름코팅정
201801002,글리메프정4밀리그램(글리메피리드),기타,파랑,,-,-,10.1,5.1,2.9,나정
201801267,제로살탄정50밀리그램(로사르탄칼륨),타원형,하양,,,,10.6,5.8,3.2,필름코팅정
201800910,유니그릴씨알정(사르포그렐레이트염산염),타원형,하양,,,,16.2,7.7,6.4,서방성필름코팅정
201800964,나스타정50밀리그램(나프토피딜),원형,하양,,,-,9.7,9.7,3.8,나정
201800979,가티스정,원형,연두,,,,11.2,11.2,6.4,필름코팅정
201702432,디피아녹스서방캡슐,장방형,갈색,노랑,,,22.9,7.2,7.5,"서방성캡슐제, 펠렛"
201800609,세푸틸정250밀리그램(세푸록심악세틸),장방형,하양,,,,15.4,6.8,5.3,필름코팅정
201603892,오코시드에이치알정(티옥트산),장방형,연두,,,,18.3,8.4,5.7,서방성필름코팅정
201708069,케이토스정30밀리그램(피오글리타존염산염),원형,하양,,,,7.1,7.1,3.1,나정
201800638,바이타액트프리미엄정,장방형,빨강,,,,19.8,8.8,6.8,필름코팅정
201800947,더치드정(알티옥트산트로메타민염),타원형,연두,,,,15.5,7.6,6.1,필름코팅정
201708602,도네민정5밀리그램(도네페질염산염수화물),원형,하양,,,,7.1,7.1,3.2,필름코팅정
200906099,맥스헤파연질캡슐(밀크시슬열매건조엑스),장방형,빨강,,,,20.0,9.5,9.5,"연질캡슐제, 현탁상"
201801393,플로리진연질캡슐(세티리진염산염),타원형,"보라, 투명",,,,12.7,7.8,7.8,"연질캡슐제, 액상"
201801645,몬테리진츄정,원형,하양,분홍,,-,9.4,9.4,5,추어블정(저작정)
201801978,텔로스톱플러스정80/5/10밀리그램,타원형,분홍,,,,15.8,7.7,5.8,필름코팅정
201801975,텔로스톱플러스정40/5/5밀리그램,타원형,분홍,,,,13.4,6.6,5.0,필름코팅정
201801980,텔로스톱플러스정40/5/10밀리그램,타원형,분홍,,,,13.4,6.6,5.0,필름코팅정
201801977,텔로스톱플러스정80/5/5밀리그램,타원형,분홍,,,,15.8,7.7,5.8,필름코팅정
201800719,가바메드캡슐150밀리그램(프레가발린),장방형,하양,하양,,,17.6,5.9,6.2,"경질캡슐제, 산제"
201800720,가바메드캡슐75밀리그램(프레가발린),장방형,갈색,하양,,,14.1,5.0,5.2,"경질캡슐제, 산제"
201402044,글리아타민정(콜린알포세레이트),타원형,노랑,,,,16.68,8.38,6.62,필름코팅정
201503516,솔리프정10mg(솔리페나신숙신산염),원형,분홍,,,,7.6,7.6,3.85,필름코팅정
201503515,솔리프정5mg(솔리페나신숙신산염),원형,노랑,,,,7.6,7.6,3.85,필름코팅정
201701545,"에이엠살탄정40/10밀리그램(텔미사르탄,암로디핀베실산염)",타원형,하양,파랑,,,14.4,7,5.2,다층정
201701546,"에이엠살탄정40/5밀리그램(텔미사르탄,암로디핀베실산염)",타원형,하양,파랑,,,14.4,7,5.2,다층정
201701544,"에이엠살탄정80/5밀리그램(텔미사르탄,암로디핀베실산염)",타원형,하양,파랑,,,16.4,8,6.2,다층정
201406094,유나케어정5mg(솔리페나신숙신산염),원형,노랑,,,,6.71,6.71,3.59,필름코팅정
201404925,유나케어정10mg(솔리페나신숙신산염),원형,분홍,,,,7.18,7.18,3.93,필름코팅정
201502575,솔리페어정10밀리그램(솔리페나신숙신산염),원형,분홍,,,,7.6,7.6,3.7,필름코팅정
201502574,솔리페어정5밀리그램(솔리페나신숙신산염),원형,노랑,,,,7.6,7.6,3.7,필름코팅정
201603119,유유타미캡슐75밀리그램(오셀타미비르인산염),장방형,노랑,회색,,,17.72,5.76,6.11,"경질캡슐제, 산제"
