No,DUR유형,단일/복합,DUR성분코드,DUR성분,복합일경우이것과먹으면문제,병용금기단일/복합,병용금기DUR성분코드,병용금기dur성분,병용금기복합제,금기내용
785,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000469,오메프라졸,,
786,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000263,옥스카르바제핀,,
787,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000386,판토프라졸,,
788,병용금기,단일,D000329,베라파밀,,단일,D000571,이바브라딘,,
789,병용금기,단일,D000818,딜티아젬,,단일,D000571,이바브라딘,,
790,병용금기,단일,D000583,쿠에티아핀,,단일,D000560,에피네프린,,
791,병용금기,복합,D000506,디클로페낙,D000233,단일,D000274,케토롤락,,
792,병용금기,단일,D000422,리스페리돈,,단일,D000560,에피네프린,,
793,병용금기,단일,D000890,둘록세틴,,단일,D000139,셀레길린염산염,,
794,병용금기,단일,D000890,둘록세틴,,단일,D000429,모클로베미드,,
795,병용금기,단일,D000890,둘록세틴,,단일,D000800,플루복사민,,
796,병용금기,단일,D001016,타펜타돌,,단일,D000139,셀레길린염산염,,
797,병용금기,단일,D001016,타펜타돌,,단일,D000698,라사길린,,
798,병용금기,단일,D001016,타펜타돌,,단일,D000429,모클로베미드,,
799,병용금기,단일,D001012,에토리콕시브,,단일,D000716,메토트렉세이트,,methotrexate ≥ 15mg/주에 한해 금기
800,병용금기,단일,D001011,보티옥세틴,,단일,D000139,셀레길린염산염,,
801,병용금기,단일,D001011,보티옥세틴,,단일,D000429,모클로베미드,,
802,병용금기,단일,D001010,데스벤라팍신,,단일,D000139,셀레길린염산염,,
803,병용금기,단일,D001010,데스벤라팍신,,단일,D000429,모클로베미드,,
804,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000447,세인트존스워트,,
805,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000314,리팜피신,,
806,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000301,레바프라잔,,
807,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000204,라베프라졸,,
808,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000595,페니토인,,
809,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000282,페노바르비탈,,
810,병용금기,복합,D000665,엠트리시타빈,D000281/D000225,단일,D000751,에스판토프라졸,,
811,병용금기,단일,D000444,보세프레비르,,단일,D001030,알푸조신,,
812,병용금기,단일,D000444,보세프레비르,,단일,D001031,나프토피딜,,
813,병용금기,단일,D000444,보세프레비르,,단일,D001032,탐스로신,,
814,병용금기,단일,D000215,니트로글리세린,,단일,D000202,디히드로에르고타민,,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가"
815,병용금기,단일,D000215,니트로글리세린,,복합,D000747,에르고타민,D000852,"맥각독성(말초허혈, 감각이상, 구역, 구토) 위험 증가"
816,병용금기,단일,D000215,니트로글리세린,,단일,D001073,리오시구앗,,혈압강하작용 증가
817,병용금기,단일,D000737,아바나필,,단일,D001073,리오시구앗,,Guanylate cyclase 자극제의 혈압강하작용 증가
818,병용금기,단일,D000128,미로데나필,,단일,D001073,리오시구앗,,Guanylate cyclase 자극제의 혈압강하작용 증가
819,병용금기,단일,D000246,실데나필,,단일,D001073,리오시구앗,,Guanylate cyclase 자극제의 혈압강하작용 증가
820,병용금기,단일,D000181,타다라필,,단일,D001073,리오시구앗,,Guanylate cyclase 자극제의 혈압강하작용 증가
821,병용금기,단일,D000569,유데나필,,단일,D001073,리오시구앗,,Guanylate cyclase 자극제의 혈압강하작용 증가
822,병용금기,단일,D000434,바데나필,,단일,D001073,리오시구앗,,Guanylate cyclase 자극제의 혈압강하작용 증가
823,병용금기,단일,D000200,덱스트로메토르판,,단일,D000698,라사길린,,"경련, 반사항진, 이상고열, 혼수 등"
824,병용금기,단일,D000155,에페드린,,복합,D000747,에르고타민,D000852,혈관수축 및 혈압상승효과를 증가시킴
825,병용금기,단일,D000155,에페드린,,단일,D000202,디히드로에르고타민,,혈관수축 및 혈압상승효과를 증가시킴
826,병용금기,단일,D000213,피모지드,,복합,D000673,코비시스타트,D000561/D000665/D000281,QT연장 및 심실성부정맥 유발 가능
827,병용금기,단일,D000213,피모지드,,복합,D000673,코비시스타트,D000150,QT연장 및 심실성부정맥 유발 가능
828,병용금기,단일,D000213,피모지드,,복합,D000673,코비시스타트,D000395,QT연장 및 심실성부정맥 유발 가능
829,병용금기,단일,D000213,피모지드,,단일,D000395,다루나비르,,QT연장 및 심실성부정맥 유발 가능
830,병용금기,단일,D000213,피모지드,,단일,D000763,인디나빌,,QT연장 및 심실성부정맥 유발 가능
831,병용금기,단일,D000213,피모지드,,단일,D000003,넬피나비어,,QT연장 및 심실성부정맥 유발 가능
832,병용금기,단일,D000213,피모지드,,단일,D000517,플루코나졸,,QT연장 및 심실성부정맥 유발 가능
833,병용금기,단일,D000027,심바스타틴,,단일,D000619,푸시딘산,,근육병증의 위험 증가 가능
834,병용금기,복합,D000027,심바스타틴,D000350,단일,D000619,푸시딘산,,근육병증의 위험 증가 가능
835,병용금기,복합,D000027,심바스타틴,D000350,단일,D000373,클래리트로마이신,,근육병증의 위험 증가 가능
836,병용금기,복합,D000027,심바스타틴,D000350,단일,D000405,포사코나졸,,근육병증의 위험 증가 가능
837,병용금기,복합,D000027,심바스타틴,D000350,단일,D000712,리토나비르,,근육병증의 위험 증가 가능
838,병용금기,복합,D000027,심바스타틴,D000686,단일,D000373,클래리트로마이신,,근육병증의 위험 증가 가능
839,병용금기,복합,D000027,심바스타틴,D000686,단일,D000405,포사코나졸,,근육병증의 위험 증가 가능
840,병용금기,복합,D000027,심바스타틴,D000686,단일,D000712,리토나비르,,근육병증의 위험 증가 가능
841,병용금기,복합,D000027,심바스타틴,D000686,단일,D000619,푸시딘산,,근육병증의 위험 증가 가능
842,병용금기,단일,D000447,세인트존스워트,,복합,D000654,아바카비르,D000615/D000986,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
843,병용금기,단일,D000447,세인트존스워트,,단일,D000558,에파비렌즈,,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
844,병용금기,단일,D000447,세인트존스워트,,단일,D001074,네비라핀,,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
845,병용금기,단일,D000447,세인트존스워트,,단일,D000763,인디나빌,,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
846,병용금기,단일,D000447,세인트존스워트,,단일,D000003,넬피나비어,,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
847,병용금기,단일,D000447,세인트존스워트,,단일,D000712,리토나비르,,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
848,병용금기,단일,D000447,세인트존스워트,,복합,D000712,리토나비르,D000626,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능
849,병용금기,단일,D001075,아수나프레비르,,단일,D000150,아타자나비르,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
850,병용금기,단일,D001075,아수나프레비르,,단일,D000444,보세프레비르,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
851,병용금기,단일,D001075,아수나프레비르,,단일,D000015,보센탄,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
852,병용금기,단일,D001075,아수나프레비르,,단일,D000476,카르바마제핀,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
853,병용금기,단일,D001075,아수나프레비르,,단일,D001076,세리티닙,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
854,병용금기,단일,D001075,아수나프레비르,,단일,D000373,클래리트로마이신,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
855,병용금기,단일,D001075,아수나프레비르,,복합,D000673,코비시스타트,D000561/D000665/D000281,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
856,병용금기,단일,D001075,아수나프레비르,,복합,D000673,코비시스타트,D000150,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
857,병용금기,단일,D001075,아수나프레비르,,복합,D000673,코비시스타트,D000395,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
858,병용금기,단일,D001075,아수나프레비르,,단일,D000674,크리조티닙,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
859,병용금기,단일,D001075,아수나프레비르,,단일,D001077,사이클로스포린,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
860,병용금기,단일,D001075,아수나프레비르,,단일,D001078,다브라페닙,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
861,병용금기,단일,D001075,아수나프레비르,,단일,D000395,다루나비르,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
862,병용금기,단일,D001075,아수나프레비르,,단일,D000199,덱사메타손,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
863,병용금기,단일,D001075,아수나프레비르,,단일,D000818,딜티아젬,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
864,병용금기,단일,D001075,아수나프레비르,,단일,D000201,드로네다론,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
865,병용금기,단일,D001075,아수나프레비르,,단일,D000558,에파비렌즈,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
866,병용금기,단일,D001075,아수나프레비르,,단일,D001079,엔잘루타마이드,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
867,병용금기,단일,D001075,아수나프레비르,,단일,D000256,에리트로마이신,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
868,병용금기,단일,D001075,아수나프레비르,,단일,D000036,에트라비린,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
869,병용금기,단일,D001075,아수나프레비르,,단일,D000212,플레카이니드아세테이트,,아수나프레비르 농도상승으로 인하여 심장 부정맥을 유발할 수 있음
870,병용금기,단일,D001075,아수나프레비르,,단일,D000517,플루코나졸,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
871,병용금기,단일,D001075,아수나프레비르,,단일,D000209,포스페니토인,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
872,병용금기,단일,D001075,아수나프레비르,,단일,D000076,겜피브로질,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
873,병용금기,단일,D001075,아수나프레비르,,단일,D000162,이매티닙,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
874,병용금기,단일,D001075,아수나프레비르,,단일,D000763,인디나빌,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
875,병용금기,단일,D001075,아수나프레비르,,단일,D000762,이트라코나졸,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
876,병용금기,단일,D001075,아수나프레비르,,단일,D000769,케토코나졸,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
877,병용금기,단일,D001075,아수나프레비르,,복합,D000626,로피나비르,D000712,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
878,병용금기,단일,D001075,아수나프레비르,,단일,D000953,미토테인,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
879,병용금기,단일,D001075,아수나프레비르,,단일,D000632,모다피닐,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
880,병용금기,단일,D001075,아수나프레비르,,단일,D001080,나프실린,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
881,병용금기,단일,D001075,아수나프레비르,,단일,D000003,넬피나비어,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
882,병용금기,단일,D001075,아수나프레비르,,단일,D001074,네비라핀,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
883,병용금기,단일,D001075,아수나프레비르,,단일,D000608,닐로티닙,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
884,병용금기,단일,D001075,아수나프레비르,,단일,D000263,옥스카르바제핀,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
885,병용금기,단일,D001075,아수나프레비르,,단일,D000282,페노바르비탈,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
886,병용금기,단일,D001075,아수나프레비르,,단일,D000595,페니토인,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
887,병용금기,단일,D001075,아수나프레비르,,단일,D000405,포사코나졸,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
888,병용금기,단일,D001075,아수나프레비르,,단일,D000103,프리미돈,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
889,병용금기,단일,D001075,아수나프레비르,,단일,D000515,프로파페논,,아수나프레비르 농도상승으로 인하여 심장 부정맥을 유발할 수 있음
890,병용금기,단일,D001075,아수나프레비르,,단일,D001081,리파부틴,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
891,병용금기,단일,D001075,아수나프레비르,,단일,D000314,리팜피신,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
892,병용금기,단일,D001075,아수나프레비르,,단일,D000712,리토나비르,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
893,병용금기,단일,D001075,아수나프레비르,,단일,D001082,시롤리무스,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
894,병용금기,단일,D001075,아수나프레비르,,단일,D000447,세인트존스워트,,아수나프레비르에 대한 바이러스 반응의 소실을 유발 가능
895,병용금기,단일,D001075,아수나프레비르,,단일,D000329,베라파밀,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
896,병용금기,단일,D001075,아수나프레비르,,단일,D000443,보리코나졸,,아수나프레비르의 농도 상승으로 인하여 심각하나 간 관련 이상반응의 발생 가능성을 증가시킬 수 있음
897,병용금기,단일,D001070,다클라타스비르,,단일,D000259,아미오다론,,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨
898,병용금기,단일,D001070,다클라타스비르,,단일,D000476,카르바마제핀,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
899,병용금기,단일,D001070,다클라타스비르,,단일,D000199,덱사메타손,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
900,병용금기,단일,D001070,다클라타스비르,,단일,D001079,엔잘루타마이드,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
901,병용금기,단일,D001070,다클라타스비르,,단일,D000209,포스페니토인,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
902,병용금기,단일,D001070,다클라타스비르,,단일,D000953,미토테인,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
903,병용금기,단일,D001070,다클라타스비르,,단일,D000263,옥스카르바제핀,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
904,병용금기,단일,D001070,다클라타스비르,,단일,D000282,페노바르비탈,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
905,병용금기,단일,D001070,다클라타스비르,,단일,D000595,페니토인,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
906,병용금기,단일,D001070,다클라타스비르,,단일,D000103,프리미돈,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
907,병용금기,단일,D001070,다클라타스비르,,단일,D001081,리파부틴,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
908,병용금기,단일,D001070,다클라타스비르,,단일,D000314,리팜피신,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
909,병용금기,단일,D001070,다클라타스비르,,단일,D000447,세인트존스워트,,다클라타스비르에 대한 바이러스 반응의 소실을 유발 가능
910,병용금기,단일,D001071,소포스부비르,,단일,D000259,아미오다론,,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨
911,병용금기,단일,D001071,소포스부비르,,단일,D000476,카르바마제핀,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
912,병용금기,단일,D001071,소포스부비르,,단일,D000209,포스페니토인,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
913,병용금기,단일,D001071,소포스부비르,,단일,D000632,모다피닐,,소포스부비르 농도를 감소시켜 소포스부비르의 치료 효과를 감소시킬 수 있음
914,병용금기,단일,D001071,소포스부비르,,단일,D000263,옥스카르바제핀,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
915,병용금기,단일,D001071,소포스부비르,,단일,D000282,페노바르비탈,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
916,병용금기,단일,D001071,소포스부비르,,단일,D000595,페니토인,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
917,병용금기,단일,D001071,소포스부비르,,단일,D000103,프리미돈,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
918,병용금기,단일,D001071,소포스부비르,,단일,D001081,리파부틴,,항바이러스제의 혈중 농도 증가로 부작용 발생위험 증가
919,병용금기,단일,D001071,소포스부비르,,단일,D000314,리팜피신,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
920,병용금기,단일,D001071,소포스부비르,,단일,D000447,세인트존스워트,,소포스부비르 혈장 농도를 현저히 떨어트려 소포스부비르의 치료 효과를 감소시킬 수 있음
921,병용금기,복합,D001072,레디파스비르,D001071,단일,D000259,아미오다론,,중대한 증상성 서맥이 나타날 수 있음. 병용이 필요한 경우 심장 모니터링이  권장됨
922,병용금기,복합,D001072,레디파스비르,D001071,단일,D000476,카르바마제핀,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
923,병용금기,복합,D001072,레디파스비르,D001071,단일,D000209,포스페니토인,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
924,병용금기,복합,D001072,레디파스비르,D001071,단일,D000632,모다피닐,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
925,병용금기,복합,D001072,레디파스비르,D001071,단일,D000263,옥스카르바제핀,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
926,병용금기,복합,D001072,레디파스비르,D001071,단일,D000282,페노바르비탈,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
927,병용금기,복합,D001072,레디파스비르,D001071,단일,D000595,페니토인,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
928,병용금기,복합,D001072,레디파스비르,D001071,단일,D000103,프리미돈,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
929,병용금기,복합,D001072,레디파스비르,D001071,단일,D001081,리파부틴,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
930,병용금기,복합,D001072,레디파스비르,D001071,단일,D000314,리팜피신,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
931,병용금기,복합,D001072,레디파스비르,D001071,단일,D000219,로수바스타틴,,"로수바스타틴 농도를 현저하게 증가시킬 수 있으며, 이는 횡문근융해증을 포함하여 근육병증의 위험 증가"
932,병용금기,복합,D001072,레디파스비르,D001071,단일,D000447,세인트존스워트,,레디파스비르 및 소포스부비르 혈장 농도를 현저히 떨어뜨려 이 약의 치료  효과를 감소시킬 수 있음
933,병용금기,단일,D000837,티아프로펜산,,단일,D000716,메토트렉세이트,,methotrexate ≥ 15mg/주에 한해 금기
934,병용금기,단일,D000762,이트라코나졸,,단일,D000385,티카그렐러,,티카그렐러는 이트라코나졸에 의해 혈장농도가 증가 가능
935,병용금기,복합,D000153,에스오메프라졸,D000195,단일,D000225,릴피비린,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
936,병용금기,단일,D000699,란소프라졸,,단일,D000003,넬피나비어,,치료효과의 손실과 약물내성 나타날 수 있음
937,병용금기,단일,D000455,아토르바스타틴,,단일,D000619,푸시딘산,,횡문근융해와 같은 중증의 근육이상 보고
938,병용금기,단일,D000373,클래리트로마이신,,단일,D000582,콜키신,,콜키신에 대한 노출 증가 가능
939,병용금기,복합,D000469,오메프라졸,D001148,단일,D000225,릴피비린,,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
940,병용금기,복합,D000469,오메프라졸,D001148,복합,D000665,엠트리시타빈,D000281/D000225,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
941,병용금기,복합,D000153,에스오메프라졸,D000195,복합,D000665,엠트리시타빈,D000281/D000225,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소
942,병용금기,복합,D000455,아토르바스타틴,D000152,단일,D000619,푸시딘산,,횡문근융해와 같은 중증의 근육이상 보고
943,병용금기,복합,D000455,아토르바스타틴,D000350,단일,D000619,푸시딘산,,횡문근융해와 같은 중증의 근육이상 보고
944,병용금기,단일,D000114,히드록시진,,단일,D000259,아미오다론,,심부정맥 위험 증가 가능
945,병용금기,단일,D000114,히드록시진,,단일,D000332,시탈로프람,,심부정맥 위험 증가 가능
946,병용금기,단일,D000114,히드록시진,,단일,D000035,에스시탈로프람,,심부정맥 위험 증가 가능
947,병용금기,단일,D000114,히드록시진,,단일,D000113,할로페리돌,,심부정맥 위험 증가 가능
948,병용금기,단일,D000114,히드록시진,,단일,D000793,레보플록사신,,심부정맥 위험 증가 가능
949,병용금기,단일,D000114,히드록시진,,단일,D000467,메플로퀸,,심부정맥 위험 증가 가능
950,병용금기,단일,D000114,히드록시진,,단일,D000430,목시플록사신,,심부정맥 위험 증가 가능
951,병용금기,복합,D000455,아토르바스타틴,D000046,단일,D000619,푸시딘산,,횡문근융해와 같은 중증의 근육이상 보고
952,병용금기,단일,D000114,히드록시진,,단일,D000256,에리트로마이신,,심부정맥 위험 증가 가능
953,병용금기,단일,D000114,히드록시진,,단일,D000513,펜타미딘,,심부정맥 위험 증가 가능
954,병용금기,단일,D000114,히드록시진,,단일,D000022,소타롤,,심부정맥 위험 증가 가능
955,병용금기,단일,D000114,히드록시진,,단일,D000842,토레미펜,,심부정맥 위험 증가 가능
956,병용금기,단일,D000114,히드록시진,,단일,D000635,반데타닙,,심부정맥 위험 증가 가능
957,병용금기,단일,D001091,옥시메타졸린,,단일,D000809,아미트리프틸린,,고혈압 초래 가능혈관수축작용으로 혈압상승 가능
958,병용금기,단일,D001091,옥시메타졸린,,단일,D000248,아목사핀,,
959,병용금기,단일,D001091,옥시메타졸린,,단일,D000810,도티에핀,,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능
960,병용금기,단일,D001091,옥시메타졸린,,단일,D000501,독세핀,,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능
961,병용금기,단일,D001091,옥시메타졸린,,단일,D000362,이미프라민,,고혈압 초래 가능 혈관수축작용으로 혈압상승 가능
962,병용금기,단일,D001091,옥시메타졸린,,단일,D000466,노르트립틸린,,고혈압 초래 가능혈관수축작용으로 혈압상승 가능
963,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000476,카르바마제핀,,
964,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000314,리팜피신,,다비가트란의 혈중농도 증가
965,병용금기,단일,D000396,다비가트란에텍실레이트,,복합,D000314,리팜피신,D000265,다비가트란의 혈중농도 증가
966,병용금기,단일,D000396,다비가트란에텍실레이트,,복합,D000314,리팜피신,D000265/D000802,다비가트란의 혈중농도 증가
967,병용금기,단일,D000336,설트랄린,,단일,D001035,리네졸리드,,세로토닌 증후군 위험 증가 가능성
968,병용금기,단일,D000386,판토프라졸,,단일,D000003,넬피나비어,,넬피나비르의 혈장농도가 감소되어 치료효과의 손실과 약물 내성이 나타날 수 있음.
969,병용금기,단일,D000751,에스판토프라졸,,단일,D000003,넬피나비어,,넬피나비르의 혈장농도가 감소되어 치료효과의 손실과 약물 내성이 나타날 수 있음.
970,병용금기,단일,D001149,팔보시클립,,단일,D000762,이트라코나졸,,팔보시클립의 혈장 농도 증가
971,병용금기,단일,D001149,팔보시클립,,단일,D000405,포사코나졸,,팔보시클립의 혈장 농도 증가
972,병용금기,단일,D001149,팔보시클립,,복합,D000626,로피나비르,D000712,팔보시클립의 혈장 농도 증가
973,병용금기,단일,D001149,팔보시클립,,단일,D000003,넬피나비어,,팔보시클립의 혈장 농도 증가
974,병용금기,단일,D001149,팔보시클립,,단일,D000712,리토나비르,,팔보시클립의 혈장 농도 증가
975,병용금기,단일,D001149,팔보시클립,,단일,D001079,엔잘루타마이드,,팔보시클립의 혈장 농도 증가
976,병용금기,단일,D001149,팔보시클립,,단일,D000314,리팜피신,,팔보시클립의 혈장 농도 증가
977,병용금기,단일,D000373,클래리트로마이신,,단일,D000582,콜키신,,
978,병용금기,단일,D001091,옥시메타졸린,,단일,D000248,아목사핀,,고혈압 초래 가능혈관수축작용으로 혈압상승 가능
979,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000769,케토코나졸,,다비가트란의 혈중농도 증가
980,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000476,카르바마제핀,,다비가트란의 혈중농도 증가
981,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000447,세인트존스워트,,다비가트란의 혈중농도 증가
982,병용금기,단일,D001149,팔보시클립,,단일,D000769,케토코나졸,,팔보시클립의 혈장 농도 증가
983,병용금기,단일,D001149,팔보시클립,,단일,D000763,인디나빌,,팔보시클립의 혈장 농도 증가
984,병용금기,단일,D001091,옥시메타졸린,,단일,D000277,클로미프라민,,고혈압 초래 가능혈관수축작용으로 혈압상승 가능
985,병용금기,단일,D001149,팔보시클립,,단일,D000476,카르바마제핀,,팔보시클립의 혈장 농도 증가
986,병용금기,단일,D001149,팔보시클립,,단일,D000595,페니토인,,팔보시클립의 혈장 농도 증가
987,병용금기,단일,D001149,팔보시클립,,단일,D000447,세인트존스워트,,팔보시클립의 혈장 농도 감소
988,병용금기,단일,D000396,다비가트란에텍실레이트,,단일,D000595,페니토인,,다비가트란의 혈중농도 증가
989,병용금기,단일,D001149,팔보시클립,,단일,D000443,보리코나졸,,팔보시클립의 혈장 농도 증가
990,병용금기,단일,D000396,다비가트란에텍실레이트,,복합,D000314,리팜피신,D000265/D000802/D001151,다비가트란의 혈중농도 감소
